CREATED;TIMES;USER;WEEKDAYS;PLACES
22/02/2024;16:00 17:00 18:00;9rUnRzE2IYDczy30ukRi;5;Classico Foot-ChIJFV442oCxrhIRgsZy5aIbkNs Events Five-ChIJf8cSCJG5rhIRoQadPH-wW1U LE FIVE Colomiers-ChIJ8wxhgGexrhIRm698kMPQIRw Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s UrbanSoccer - Toulouse Montaudran-ChIJl772e0u8rhIR2foRX4Xa2CI UrbanSoccer - Toulouse Sept Deniers-ChIJk5nUBdOkrhIRP-1aUJzo-lA
02/03/2024;20:00 21:00;9tgtfYAvv8wfUYgvW1K5;2 4;UrbanSoccer - Toulouse Sept Deniers-ChIJk5nUBdOkrhIRP-1aUJzo-lA UrbanSoccer - Toulouse Montaudran-ChIJl772e0u8rhIR2foRX4Xa2CI LE FIVE Colomiers-ChIJ8wxhgGexrhIRm698kMPQIRw Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s Events Five-ChIJf8cSCJG5rhIRoQadPH-wW1U Classico Foot-ChIJFV442oCxrhIRgsZy5aIbkNs
10/02/2024;17:00 17:30 18:30 18:00 19:00 20:00 19:30 20:30;9y9tqRhylaHcyihKlSa3;3 4 5 6 7;LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE
14/03/2024;9:00 9:30 10:00 10:30 11:00 11:30 23:00 23:30 22:00 22:30 21:00 21:30 20:00 20:30 19:00 19:30 18:00 18:30 17:30 17:00 16:30 16:00 15:30 15:00 14:30 14:00 13:30 13:00 12:30 12:00;A0Ur4yFM6psY7hzPsgg5;1 2 3 4 5 6 7;Stade Georges Carpentier-ChIJDcRAPQZz5kcRRfIYvk9rvQQ Halle Georges Carpentier-ChIJnXkSwCty5kcR-nlHXNFQlg4
04/03/2024;21:30 22:00 22:30;A0k14MPh6WnveWwNkVsR;1;UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI
15/03/2024;0,770833333;A3aHyYeoA4qUjiVW3dD5;6 7 5;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU
24/02/2024;0,854166667;A6UUgOlNySJRKPtHyOwc;6;FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY
25/02/2024;19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;A7ORbPBdI63dxh6PTMJK;1;Classico Foot-ChIJFV442oCxrhIRgsZy5aIbkNs Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s LE FIVE Colomiers-ChIJ8wxhgGexrhIRm698kMPQIRw
18/03/2024;14:30 15:30 16:30 17:30 18:30 19:30 20:30 22:30 21:30 23:30 23:00 22:00 21:00 20:00 19:00 18:00 17:00 16:00 15:00 14:00;A7eok5r5w4mRHAvnrdbu;1 2 3 4 5 6 7;Kaiser Foot Padel Metz-ChIJc6UF2wwnlUcReEnnmjnZyAI Terrain de foot à Champey-sur-Moselle-ChIJxerPsLXHlEcRjGTym7TbdOY Sierck Futsal Club - Association sportive-ChIJFWnXuLYVlUcReTTV2C6rvCE District Mosellan de Football-ChIJPfEj8YDelEcRNBjvihXTubQ Stade de foot Hayange-ChIJwz_5QRUvlUcRFK2wcYgV5VY Stade Ancy-sur-Moselle-ChIJl--1EIjblEcRtlHrrSiPU-8 FC Metz Stadium-ChIJ1XDSUzLblEcRHBBOQJHdeik
07/03/2024;12:00 13:00 14:00 15:00 16:00 17:00 18:00 19:00 20:00 21:00 22:00;A9gKgToYxnllclYHSndp;1 2 3 4 5 6 7;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU
02/03/2024;18:30 19:30 20:30 19:00 18:00 17:00 20:00 17:30;AENZQ96hgP57w6bTDsVq;1 2 3 4 5 6 7;Spot FUTSAL-ChIJwdUawmfVwkcRaNLo_CmNii0 UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI Footsal-ChIJa7HS298pw0cRMoVDj0XqVdI Footsal Cousinerie-ChIJXQyb1d8pw0cRLO_Ed5xHTIQ UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4 KIPSTADIUM-ChIJydcoT88ow0cRLnHvlF-Z_jE Arena Club-ChIJeWJWRjYvw0cRbnJR4ZXAKMA
11/02/2024;10:00 10:30 11:00 11:30 12:00 12:30 13:30 13:00 14:00 15:00 14:30 15:30 16:30 17:30 18:30 19:30 19:00 20:00 18:00 17:00 16:00 20:30 21:00;AFbQMSPgCd70JVyFcPot;2 3 1 4 5 6 7;Terrain de foot five-ChIJVccaQ7rr9EcR8Ub44Do2SbQ UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 Jorkyball Club Lyon foot 2 contre 2-ChIJiV0p1RTq9EcRMO6ggtkqFPQ ALF Futsal-ChIJC-3Y4-zr9EcRfICYoripvxQ Bubble Foot Lyon-ChIJ1bKvSv3D9EcRM2JRwwr4974 LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE Stade Sonny anderson-ChIJhwWrIsjr9EcRXzfmLKL7YT4 F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY Matmut Stadium-ChIJi0P7QIfp9EcRKVpdxZRYyWI Stade Marc-Vivien Foé-ChIJh5TQVtrB9EcRN5kZmEU5QgM Groupama Stadium-ChIJpe_WHiLH9EcRwtLfRNh9iS8 Stade Edgar Quinet-ChIJm6CB2vXq9EcRW37uosD7CIM Stade Vuillermet-ChIJww1_c_bB9EcRTeKjACScPm0 UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY City Stade-ChIJYQxyCtDB9EcRXYqfcynnEnI Football Club de Gerland-ChIJh08LwjHq9EcRi8fzu5Z3cBQ Foot.FR Lyon-ChIJLc2UbAXr9EcRu0VShz67thU We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg Stade Xavier Guillemet-ChIJ0dGO07zq9EcR2advRM7wDTM Five Pizza Original - Lyon-ChIJZaMrXrDr9EcRicCSuaK-3kc
24/02/2024;16:00 17:00 18:00 19:00 14:00 15:00 20:00 21:00;AGkan1YWjPCNObDy8Pdb;7;UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA
09/03/2024;0,916666667;AHSarODhN0ytYNgEFZIR;5 6;LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk
02/02/2024;12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00;ALkzkfJkRrcCamFsQtZC;4 5 6 7;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8
20/03/2024;16:00 17:00 18:00;ALyQc1UI8xcC7hr37Nph;6;Game 13 foot indoor-ChIJNSDvlsXryRIRUXao9hwB79I Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA
04/02/2024;10:00 10:30 11:00 11:30;AP9Dhwhwn47pB76a0ahG;6 7;UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo
09/03/2024;18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00;ARipfJ0BW0PBb9q2Stiu;3 5 6 7;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8
18/02/2024;18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 18:00 17:30 23:00 23:30;ARwaSP0DlRdXD7pMMDM0;1;Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA LE FIVE VITROLLES-ChIJi4A-IrHoyRIRunoYLEGNeYI
03/03/2024;14:00 15:30 14:30 16:30 17:30 17:00 18:00 18:30 16:00 15:00 19:00 19:30;ASUnDc2412thEAqhFsGZ;1 2 3 4 5 6 7;UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI
03/02/2024;22:00 22:30 10:00 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:30 14:00 16:00 19:00 17:00 18:00 16:30 17:30 18:30;ATr9eiCnzr3j40jVhUOC;3 2 4 5 6;Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA LE FIVE VITROLLES-ChIJi4A-IrHoyRIRunoYLEGNeYI Massilia FIVE-ChIJxZ6UmMW-yRIR7ot5DChYj4w FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U
07/03/2024;18:00 18:30 19:00 19:30 20:00;AXJmLCTXUK7uShmn1tt2;4 2 3 1;Massilia Foot Indoor 2-ChIJxZ6UmMW-yRIRfYNGGPPJfIU Le 13 - Foot en salle - Marseille-ChIJR62kUm_ByRIRDnGQqGCeUVQ STADIUM FOOT 5 VILLAGE-ChIJbbOWFtC4yRIR0WXVerbWmnE Massilia Five-ChIJxZ6UmMW-yRIR7ot5DChYj4w MONCLUB 2.0-ChIJv9owGLm-yRIRfuDnd3G6nR4 FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U
24/02/2024;12:00 12:30 13:00;AXKJbhoT15V8y6kdJLVL;1 2 3 4 5;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg
07/02/2024;18:00 18:30 19:00 19:30 20:00;AisMIFPrAjuMPixk9uZK;1 3 7 6 2 4 5;UrbanSoccer - Marne-La-Vallée-ChIJ6bDBiosP5kcROXiloHzSdhc UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
26/02/2024;10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30;AjDXn1qCK00RYH1XMKnp;6 7;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
01/03/2024;14:00 15:00 16:00 17:00 18:00 14:30 15:30 16:30 17:30 18:30;AlAVdPJhOLVuNTxaFmVL;1 2 3 4 5;Le Stadium Compiègne-ChIJDX03WfbX50cR_4gqKIFvcqk
09/03/2024;0,375;An2vfyXMdDTadvNeDx1t;7 6;LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8
25/02/2024;19:00 20:00 16:00 17:00;An7C0b5deubCuBtRbyUz;4 5 6 7;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
22/02/2024;19:30 20:00 20:30 21:00 19:00;AnsiVc2mYNHdTLy7s7Hg;4;LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44
19/03/2024;18:00 18:30 19:00 17:00 17:30 19:30 20:00 20:30 21:00 21:30 22:00 22:30;AoU7HT8rObC44drDihQQ;1 2 3 4 5 6 7;LE FIVE Valenciennes-ChIJs_yKhaPvwkcRtt71kMRaz8A
21/02/2024;0,791666667;ApR2Zk1yxt6gqMnTA5xz;1 2 3 4 5 6;UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
25/02/2024;20:00 19:30 20:30;ApzGwKtLCmHjYxS79Yj4;4;Footsal-ChIJa7HS298pw0cRMoVDj0XqVdI Spot FUTSAL-ChIJwdUawmfVwkcRaNLo_CmNii0
04/03/2024;19:00 23:30;AsVq1opziJ8OsfHh4Baz;4 5;UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg
02/02/2024;18:00 19:00 20:00 21:00 22:00;AwPQsNKJdVBMGzRqRB9P;4;LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU
07/02/2024;15:00 16:00 17:00 18:00;AyZeN49CsZrV4n9DXHZP;6;Z5 Aix-ChIJKb-U_9KSyRIRKIFKbH5mW18
16/02/2024;19:30 20:00 20:30 21:00 21:30 18:30 19:00 18:00 22:00 22:30 23:00;Az5mhRSubHOpq38GbwCa;1 2 3 4 5 6 7;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
24/02/2024;10:00 11:00 12:00 13:00 14:00 15:00 16:00 17:00 18:00 19:00 20:00 21:00 10:30 11:30 12:30 13:30 14:30 15:30 16:30 17:30 18:30 19:30 20:30;B3eHwEnlZ48TZR5IlR5u;1 2 3 4 5 6 7;Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 LE 5 DE LEGENDE-ChIJAQNaA3nc9EcRYvB35x41mBs UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4 Factory Sport Games-ChIJNcDntQGO9EcR3CbXF7xfc5o
23/02/2024;20:00 19:00 19:30 20:30 21:00 21:30 22:00 18:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:30 15:00 16:00 16:30 17:30 17:00 18:00 10:30 10:00 9:00 9:30;B4YCKxOQwXbvc1iTEtXd;5 6 1 2 3 4 7;UrbanSoccer Orsay-ChIJpZIJg7J45kcRrKWKhtbfnEQ UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ Foot à 5 @ Le club le Village-ChIJwU28MyyB5kcRHVcpV1mkYVo Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU
04/03/2024;19:30 20:30 21:30;BAJoVJcYxdInV9QkUhPT;1;STADIUM FOOT 5 VILLAGE-ChIJbbOWFtC4yRIR0WXVerbWmnE Massilia Five-ChIJxZ6UmMW-yRIR7ot5DChYj4w MONCLUB 2.0-ChIJv9owGLm-yRIRfuDnd3G6nR4 Massilia Foot Indoor 2-ChIJxZ6UmMW-yRIRfYNGGPPJfIU Le 13 - Foot en salle - Marseille-ChIJR62kUm_ByRIRDnGQqGCeUVQ FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U Le Mercato FOOT INDOOR-ChIJzRK7HJy_yRIRqEreyEiAfC0 Evolution Football-ChIJX0YulIi8yRIRnGh62u3UXTQ Game 13 foot indoor-ChIJNSDvlsXryRIRUXao9hwB79I Le B3 Soccer-ChIJa69uraDryRIRRlY7a07cUqU Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA
09/02/2024;0,833333333;BAuV2JOJoGsgbI0SyehJ;5 6 7;Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA
09/03/2024;23:30 23:00 22:30 22:00 21:30 21:00 20:30 20:00 19:30 19:00 18:30 17:30 16:30 16:00 18:00 17:00 15:00 15:30 14:30 14:00 13:00 13:30 12:30 12:00 11:30 11:00;BBppcarkwz1XUcD2RfBg;1 2 3 4 5 6 7;LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 BIG5-ChIJsb_7TJFp5kcRSPL5VqZulr4 UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA
01/03/2024;0,791666667;BGRqXgH2akRezuEhAHS8;6;Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s
27/02/2024;17:00 19:30;BHirHfGfP5iuMqzzGirl;1 2 3 4 5 6 7;F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o LE 5 DE LEGENDE-ChIJAQNaA3nc9EcRYvB35x41mBs Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4 Factory Sport Games-ChIJNcDntQGO9EcR3CbXF7xfc5o LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE
07/03/2024;14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:00 20:30;BLzeI44UtcZjJ8AF75KU;1 2 3 4 6 5;Footbox-ChIJY-WkusIR5kcR-tEad3UtaSQ OHSPORT-ChIJHeG9fA4X5kcRbGNzVY5Ud5I LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE PARK Noisy-ChIJdUHbID8O5kcRV5lQhiHTvhs LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s Top Ten-ChIJfXprBx4b5kcRmhe-5pLZUek UrbanSoccer - Marne-La-Vallée-ChIJ6bDBiosP5kcROXiloHzSdhc LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY BIG5-ChIJsb_7TJFp5kcRSPL5VqZulr4 UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs
09/03/2024;20:00 21:00;BNq5xbE0srvuCB0VpPkD;7 6 5;TEAMS 5-ChIJMwJ3mggV5kcRQVflQLRJ4Ow
26/02/2024;22:00 21:30;BOryH6E2B2HYEVHTPQWR;5;VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk
05/03/2024;17:30 18:00 18:30 19:00 19:30 20:00 21:00 20:30 21:30 22:30 22:00 23:00 23:30;BTImfBeayIg9N3ycDFn0;5 6 7 1 2 3 4;DK Park / LE FIVE Dunkerque-ChIJj70TyWiL3EcR7iZ1fa-JRNk
20/02/2024;9:00 9:30 11:30 12:00 12:30 13:00 13:30;BUR3IkdLkSRgypWPXiyj;6 7;FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U Massilia FIVE-ChIJxZ6UmMW-yRIR7ot5DChYj4w
16/02/2024;14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30;BVPUcEHumiAycKjNowoY;5;UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4
18/03/2024;16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:00 20:30;BWJswyI5i1IuO2vvL6Su;1 2 3 4 5 6 7;Z5 Aix-ChIJKb-U_9KSyRIRKIFKbH5mW18 Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA Le B3 Soccer-ChIJa69uraDryRIRRlY7a07cUqU Game 13 foot indoor-ChIJNSDvlsXryRIRUXao9hwB79I Aix Université Club Football-ChIJ4XLnbPeNyRIRlKffuIPM9YU Stade Marius Requier-ChIJZ99DmFPtyRIRo93gYYOp8b8 City-ChIJNdHaUYCNyRIRAMbmYo4rMLk Aix les milles-ChIJMybVaiftyRIRxrlD_ves7GU Association Amicale et Sportive du Val St André-ChIJ_YwE2uSNyRIRmvKvjRlTgYA Stade Joël Chevalier-ChIJmQpc4zmMyRIR0Nu346muw24 Stade Fernand Bouteille-ChIJ_U3_xZCMyRIR9qRHMhA8n68 Football Club Aixois-ChIJX4t4SQuNyRIRwVVFDrKnmLs ASNA Football - Alliance Sportive Nord Aix-ChIJUUwjzFKNyRIRznO7W8kJ69Q Avenir Sportif Meyrarguais-ChIJexHhKUiIyRIRfIRrLtLJStk Stade synthétiques et pelouse et city stade-ChIJ7VVAyJGHyRIRDt6ZmPk_22U USV Skatepark-ChIJqeXGeISJyRIRfhap4-ovGQI Urban Kids-ChIJh1u77_2LyRIR7EbcOyiha9s
01/03/2024;17:00 18:00 19:00 20:00;BYBrHkO4KNRjRuLMTPU1;7 6 5 4 3 2 1;UrbanSoccer - Toulouse Montaudran-ChIJl772e0u8rhIR2foRX4Xa2CI
24/02/2024;0,5;BZ14YuxcwMIJ91lgiNou;7;UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4
04/03/2024;19:30 20:30 21:30 22:30 23:30;BaIqt1MeZuQ7r98tWTHy;1 2 3 4 5 6 7;Fun Foot Ajaccio-ChIJMYDG2oxr2hIR2VIfssGUycU
05/03/2024;0,833333333;BdF3C16dZlJCLGSa2h0P;2;GOPARK Pontoise-ChIJ2cJmdhf15kcRQ4mUOxIVzd0
08/03/2024;20:30 23:30 22:30 21:30;Bdv9t5Y8RTafWNtE59Ui;1 2 3 4 5 6 7;LE PARK Noisy-ChIJdUHbID8O5kcRV5lQhiHTvhs UrbanSoccer - Marne-La-Vallée-ChIJ6bDBiosP5kcROXiloHzSdhc LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s
03/03/2024;16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:00;Bej48GIGvcEtKPWhYD7f;1 2 3 4;UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4 LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY LE 5 DE LEGENDE-ChIJAQNaA3nc9EcRYvB35x41mBs Bubble Foot Lyon-ChIJ1bKvSv3D9EcRM2JRwwr4974 ALF Futsal-ChIJC-3Y4-zr9EcRfICYoripvxQ Terrain de foot five-ChIJVccaQ7rr9EcR8Ub44Do2SbQ Football Club de Gerland-ChIJh08LwjHq9EcRi8fzu5Z3cBQ
